Bootstrap Iter,dGN,dGR,dGC,dGinter,mi,redchi**2,bestchi**2
95,5.4577189567749755,4.539162120516337,7.054379288644002,-11.613197362404797,-0.7814716100235979,0.00015106090529875868,0.06374770203607616
96,5.48623546443217,4.582947811425785,7.084409451369469,-11.652379491770214,-0.7789518586293912,0.00018234642784978596,0.07695019255260968
97,5.4387674255389875,4.562374421289285,7.013509853950423,-11.546462568389854,-0.7685972671042505,0.00017334086999850509,0.07314984713936915
98,5.414796970229713,4.580916893381691,6.9983931288606005,-11.56473918092483,-0.769961326725336,0.0001241614021405549,0.052396111703314166
99,5.361540042688737,4.487217956190006,6.929461973071338,-11.428482667145037,-0.7664990209243556,0.00012129911038561679,0.051188224582730285
100,5.458570867428734,4.538307977283755,6.9996530289914425,-11.54211587554398,-0.7705161739594499,0.00015512882028456917,0.06546436216008819
101,5.497025852781963,4.589229050534676,7.078006731667237,-11.668150382942954,-0.7803132650256008,0.000129059446236446,0.05446308631178021
102,5.4419556923255215,4.532983855820916,7.018072875096796,-11.599789141711396,-0.7801550940718744,0.00015230891108065854,0.0642743604760379
103,5.561271340545844,4.6524233352275735,7.169564261019889,-11.791962002474108,-0.78589193390344,0.00017053338045405257,0.07196508655161019
104,5.4702490809068,4.570745380728532,7.073915720601689,-11.635294748046613,-0.7781270126630845,0.00012205630864311215,0.05150776224739333
105,5.378754653533212,4.4989208080897845,6.93820859947716,-11.45143628237798,-0.7681040889456311,0.0001498897388668057,0.06325346980179201
106,5.610555698664768,4.700050569021088,7.2322719829441295,-11.939707511636296,-0.7985655558808473,0.00015536526767829514,0.06556414296024055
107,5.47520810045247,4.626255666077568,7.078142083926922,-11.68848595778513,-0.7791424856869194,0.00014716522271509156,0.06210372398576863
108,5.392010228878687,4.499905973240738,6.976913317050002,-11.48540515736001,-0.7711698049780225,0.0001735866874750812,0.07325358211448427
109,5.3645752698554725,4.520406084112507,6.948713330704797,-11.445916530907912,-0.7631984125256388,0.00016651826752049842,0.07027070889365034
110,5.438837555978292,4.585851375717551,7.034691971242568,-11.595801124409324,-0.772413649486939,0.00015762941995338587,0.06651961522032884
111,5.459532991578299,4.590010520691666,7.015026294873945,-11.569225543067168,-0.7678955902947154,0.00013607490299723905,0.05742360906483488
112,5.643037481966683,4.712686398703544,7.274230118642115,-12.00465026987092,-0.8039827383239667,0.00017029053739405734,0.0718626067802922
113,5.456235197986448,4.544958985542182,7.054878479634169,-11.620701096067759,-0.780739989601024,0.00017498493995933033,0.0738436446628374
114,5.49742943741235,4.57909089846703,7.07698901599075,-11.651454790397466,-0.7788955295521733,0.00016024624365692104,0.06762391482322068
115,5.4120566129175165,4.5452804016048685,7.0241042658689805,-11.534483799182857,-0.7699914593090803,0.00012607127235858632,0.05320207693532343
116,5.4348585675850645,4.559966792321368,6.998797917300181,-11.560651075538146,-0.7718363799934712,0.00014150693727405813,0.05971592752965253
117,5.5772571772887805,4.6791690222047055,7.213948028282856,-11.847270242653362,-0.7891894914296056,0.000126965526384548,0.05357945213427926
118,5.428706419436471,4.549458189180953,7.014872178368223,-11.577141151433956,-0.7752270033156763,0.00014314414504545663,0.060406829209182694
119,5.506968243786887,4.6271778087131,7.125638218211449,-11.715809343769411,-0.7802502991114696,0.0001445701799574581,0.06100861594204732
120,5.437139238656961,4.5572929134623115,6.956326107556684,-11.50945594900703,-0.7656694524531138,0.00016101865457770023,0.0679498722317895
121,5.428118758918761,4.526526893476942,6.97512057598371,-11.50861593530524,-0.7688540882357491,0.0001422373624312494,0.06002416694598725
122,5.431320772627062,4.5417671127287305,7.024523682658968,-11.568683394629508,-0.7754956432134196,0.0001471735380754461,0.062107233067838254
123,5.496512226527683,4.615296323503268,7.09350116580997,-11.670912958228087,-0.7767389896141399,0.00012429071651798963,0.052450682370591625
124,5.462004807442396,4.565954941705716,7.05925045141781,-11.639271950909766,-0.7799590898366049,0.0001305044301610088,0.05507286952794571
125,5.476975697401257,4.58902902569866,7.056465976609566,-11.654641775499927,-0.7788320145711108,0.00016264649912110283,0.06863682262910539
126,5.464089361470666,4.586640262603177,7.054390711880377,-11.640223686367174,-0.7775765882570452,0.00016718891501384258,0.07055372213584157
127,5.4198300726191615,4.531128500265849,7.064637223832524,-11.600282069875732,-0.781201468724723,0.0001331669542849323,0.05619645470824143
128,5.573873266296559,4.6588158471343135,7.148770312929358,-11.794471006514394,-0.7849812942419756,0.00016243540082855587,0.06854773914965058
129,5.506783777484447,4.609576999366253,7.077588855796431,-11.701354457849913,-0.7825724384557033,0.0001497225723668854,0.06318292553882564
130,5.402991026309772,4.517037006673957,6.989996592956781,-11.525688447682498,-0.7733465852327897,0.0001607824635361288,0.06785019961224635
131,5.443778180897861,4.561091192258077,7.026711719679759,-11.580406054422305,-0.7740314490840025,0.00016371846972111046,0.06908919422230861
132,5.491346427894428,4.5865266581600865,7.060387739143257,-11.650924077778331,-0.7780918862409527,0.00015457033302460126,0.06522868053638173
133,5.523779666375878,4.602467357758535,7.097822880733787,-11.673223023155986,-0.7777116555091499,0.00014358584014956792,0.06059322454311766
134,5.452026218102462,4.566140114892166,7.040241819032094,-11.611584334635063,-0.777035861050037,0.00018750277718629837,0.07912617197261791
135,5.411201787088449,4.504702596149543,7.047872439476362,-11.58874153754738,-0.7834639982443073,0.00011995012164249464,0.05061895133313274
136,5.546560546798364,4.656708880357608,7.123446891434356,-11.752395031285602,-0.7800962547101118,0.00016802068613211023,0.07090472954775051
137,5.522969683174546,4.6103177511669875,7.131058847866944,-11.718096152383765,-0.7824834615183728,0.00016097215922006763,0.06793025119086854
138,5.4371328576894244,4.565297178560915,7.0401443740662355,-11.602430829185211,-0.7757670559728279,0.00016477543286658208,0.06953523266969763
139,5.418063412419589,4.535103876079114,7.024737803375629,-11.569806324123768,-0.7764366030968166,0.0001717466523299771,0.07247708728325034
140,5.394731675316975,4.489059548370725,6.923210699528278,-11.424054279716955,-0.7639509555670609,0.0001230286090015934,0.05191807299867241
141,5.38893077107042,4.500578907614408,7.005315541983322,-11.534067554569756,-0.7779873560288871,0.00013324526710867227,0.0562295027198597
142,5.4143669300766035,4.522057543665566,7.004507036425113,-11.542997804504232,-0.775236381829086,0.00015840195869998817,0.066845626571395
143,5.483605343820955,4.590539959269083,7.043852958053636,-11.66738984786214,-0.7815514028250033,0.00013540907696732205,0.0571426304802099
144,5.46429854547975,4.568585898152455,7.0614124580421525,-11.667294643539043,-0.7846462585075904,0.00015822466120561803,0.0667708070287708
145,5.436272430602398,4.539030630482477,7.032301741533553,-11.60154042981265,-0.7799206859205394,0.00014287742701462252,0.06029427420017071
146,5.352529751864128,4.490030314716516,6.880436982053601,-11.388404464379843,-0.7610334582308499,0.00014861744577107986,0.0627165621153957
147,5.434362406297957,4.574730854724318,7.009615074612622,-11.588144144164643,-0.7735274191994977,0.0001421329796278823,0.059980117402966326
148,5.526342734596797,4.580213778381386,7.16783531073146,-11.773322897210177,-0.7939860418761284,0.00015872538954815417,0.06698211438932106
149,5.385428461726515,4.495246946773207,6.970948733029951,-11.476313318147579,-0.7709655176236816,0.00011620654378744874,0.04903916147830337
150,5.417525103351121,4.533790365404321,6.998081415027973,-11.5425342662433,-0.7731894231601729,0.0001194957827389256,0.0504272203158266
151,5.4641065695144615,4.580217148155625,7.076375236018011,-11.62399495452438,-0.7762264122763718,0.00017631150647768503,0.07440345573358308
152,5.360648642573436,4.461050945884683,6.959394980173339,-11.433971978722461,-0.7693876152849014,0.00012864657730954818,0.05428885562462933
153,5.418247137390324,4.539298100622458,6.9939816057683055,-11.554181646589447,-0.7746410127936983,0.00011634048952669121,0.04909568658026369
154,5.375054577275581,4.51364643624539,6.9731620219942325,-11.513197329123118,-0.7746163482457038,0.0001457555052547512,0.061508823217505004
155,5.499562211292491,4.593116640686481,7.102946968598134,-11.689964593165865,-0.7819076350735523,0.00016326886770657645,0.06889946217217527
156,5.4093687911210235,4.557243722911395,6.979715438512708,-11.526278597640802,-0.7679975441714976,0.0001623719815900476,0.06852097623100009
157,5.397020085804573,4.515342215555243,6.973298923176907,-11.519547044957935,-0.774887977931754,0.00016205296847508007,0.06838635269648378
158,5.504583209982843,4.590152645668779,7.080110021823403,-11.702981134861954,-0.7853694002367684,0.00013420065053437483,0.056632674525506174
159,5.538576150198832,4.650894915519962,7.1078568257212265,-11.718832931686466,-0.7772803157501055,0.00016421544248686475,0.06929891672945693
160,5.42593409644652,4.530311233870885,6.986734296792139,-11.521650847248322,-0.7702316638237646,0.00016813317531471064,0.07095219998280788
161,5.471214778911569,4.583988016694333,7.076168602110252,-11.648924921942838,-0.7782440201142887,0.0001501691605810849,0.06337138576521784
162,5.438345484361822,4.559445639738448,7.036398328105449,-11.59918506064535,-0.7767484684612216,0.00013687350728859248,0.05776062007578603
163,5.430884334287679,4.556211217250761,7.0451770557767865,-11.588092170181692,-0.7760315178555977,0.0001770791993341078,0.0747274221189935
164,5.434078408104156,4.5720465911350985,7.038618632951815,-11.586394055136612,-0.7735685015787915,0.0001721235810981496,0.07263615122341913
165,5.492807368391472,4.5853837707808776,7.075377979492622,-11.681279837191807,-0.7832044606123137,0.00013684521686505783,0.05774868151705441
166,5.5407169788870245,4.625061293619028,7.130394267040428,-11.767289231236733,-0.7875752660715939,0.00015981897613662983,0.06744360792965778
167,5.513311345594511,4.586905036757871,7.108130097829887,-11.705542501867193,-0.7848491746782982,0.00015360882577949262,0.06482292447894589
168,5.459298703558131,4.57417016988004,7.038388526918444,-11.605109790287894,-0.7745875010431683,0.00015518698497670786,0.06548890766017072
169,5.629012971439739,4.723511712225882,7.2753803943043,-11.970180944006403,-0.7975066456895226,0.00015884555010082962,0.0670328221425501
170,5.551342940680167,4.630758892328677,7.154579757387013,-11.782364079765788,-0.7882887903797295,0.00014208771391449954,0.0599610152719188
171,5.428218457094865,4.551619546613712,7.00857731867368,-11.552294631877505,-0.7711291632096448,0.0001741564096755016,0.07349400488306168
172,5.457957905311939,4.576380194691875,7.034212860290143,-11.638170743453943,-0.7800869267490742,0.00016058684791353655,0.06776764981951243
173,5.395410806257283,4.510856400063703,6.985838657097214,-11.51962491039647,-0.7743600307819564,0.0001370538020356055,0.05783670445902552
174,5.475002702494567,4.5759036928643795,7.029453595094692,-11.652398418403752,-0.7815562728175008,0.00014582527220519597,0.0615382648705927
175,5.505065154430418,4.619480134189438,7.099799216329364,-11.703288605613457,-0.780399878601623,0.000156615758494989,0.06609185008488536
176,5.433929174120162,4.583229440267505,7.01823569638298,-11.597549875221148,-0.7736533414125513,0.00016141720917945784,0.06811806227373121
177,5.554193643656816,4.696144799910631,7.147929981475621,-11.814936017443749,-0.7837781456145633,0.00016018387812916063,0.06759759657050579
178,5.476141782922052,4.611323066722179,7.043513642757602,-11.621145064932097,-0.7711292444723767,0.00013138209663462785,0.05544324477981296
179,5.460451618232073,4.545281368737133,7.044533004711385,-11.596197015097596,-0.777510338415574,0.0001364671352968482,0.05758913109526993
180,5.536401792581966,4.620202198233599,7.13992471137856,-11.767701949096836,-0.7879314368777477,0.00012501118056404924,0.05275471819802878
181,5.577760819555303,4.6824863134315295,7.186960766447054,-11.846941604886075,-0.7888918903010933,0.00017018032209121142,0.07181609592249122
182,5.402779230968335,4.503678933539236,7.00748451988918,-11.489102973128308,-0.77030176282426,0.0001621359839554402,0.06842138522919576
183,5.450341001803738,4.569269323379504,7.029347703405897,-11.573734197022196,-0.7712954262108533,0.00012774574501190828,0.05390870439502529
184,5.392826435956955,4.522058816990307,7.001147826705596,-11.515650083855391,-0.7707398363425779,0.0001485290723118061,0.06267926851558217
185,5.545525361008148,4.614855260705621,7.1233398125294745,-11.740801879195054,-0.784333194205366,0.00013021766892805348,0.054951856287638566
186,5.445378660239548,4.494214178342453,7.035041759946666,-11.53913964192544,-0.7765452410228961,0.0001329807952252763,0.0561178955850666
187,5.43221441973238,4.561446681818289,7.023261498855763,-11.562472317717924,-0.7715519247856333,0.0001156855116591026,0.048819285920141293
188,5.356812280289714,4.490128806425845,6.926592323337758,-11.401087571607075,-0.7611632686514261,0.0001685879585104409,0.07114411849140606
189,5.318383050529551,4.459586358490962,6.87272290687167,-11.342003961684494,-0.7597026806646134,0.00019921680138935976,0.08406949018630983
190,5.470617739342217,4.571777576931198,7.030468244858183,-11.6090563759751,-0.7753516128133762,0.0001465785338657268,0.0618561412913367
191,5.536044271913606,4.675719744184445,7.150335426942864,-11.796569947769619,-0.7842238321287286,0.000157359173226059,0.0664055711013969
192,5.33893742251997,4.447458817989789,6.900941337551754,-11.39630671826241,-0.767958765710143,0.00013848617750259075,0.0584411669060933
193,5.486022050610659,4.589574293721359,7.046245037465363,-11.618501812041476,-0.773710778286717,0.00017453032957031852,0.07365179907867442
194,5.501000736154406,4.5951223879301395,7.038081583908193,-11.63370948101124,-0.7747082897081762,0.00013311501077811216,0.056174534548363325
195,5.471589839652413,4.571934726226792,7.036293514661353,-11.614009096046995,-0.7758649934298907,0.00013307594272534592,0.05615804783009598
196,5.439319308935106,4.554437423641593,7.022491298113845,-11.570764643083942,-0.7731939937393373,0.00012086340510444081,0.05100435695407402
197,5.525802146657463,4.639695347516009,7.130635528477247,-11.773895134353522,-0.7873195011606346,0.000184067683989667,0.07767656264363947
198,5.459706899657515,4.587922976741185,7.080616479764423,-11.659034593450691,-0.7804570238829631,0.00016352472783916845,0.06900743514812908
199,5.492574773548546,4.569010383961022,7.0402160359518815,-11.604989136360562,-0.7742148810620821,0.00015316051124051065,0.0646337357434955
200,5.419456425402332,4.515937443343631,6.988171203274481,-11.527574623517966,-0.7737979016173201,9.983316737102495e-05,0.04212959663057253
201,5.6280350348208295,4.716266980972676,7.269317078928533,-11.996384341165472,-0.8030379936906921,0.00016589990246725393,0.07000975884118116
202,5.482240582509184,4.586540033310694,7.103994957744107,-11.688048688357707,-0.7824183533357337,0.0001465131151479886,0.0618285345924512
203,5.523748293142955,4.602620629965903,7.170973961119135,-11.784663980855425,-0.7930974528083069,0.00016143198708166442,0.06812429854846239
204,5.474862606040832,4.542843465229669,7.081051743194199,-11.639725250995873,-0.7829347818221759,0.00014644957368867664,0.06180172009662154
205,5.461210939412635,4.596684815528403,7.058028768197922,-11.646900475017155,-0.7772857264709973,0.00016133201798652493,0.06808211159031352
206,5.365496138051779,4.470045489236172,6.900612957211657,-11.397818821051981,-0.7646103933876383,0.0001340945335730319,0.05658789316781945
207,5.459288735486538,4.56975855953734,7.046342221240379,-11.627361187394841,-0.7778680869272523,0.00013948187511670222,0.058861351299248334
208,5.5556178441918895,4.671636170180903,7.151330986277845,-11.81839374196738,-0.7873694401463809,0.00016488151055228927,0.06957999745306608
209,5.4302052438903035,4.552476284178953,7.029127411820212,-11.562026030590996,-0.7727911472951359,0.00013905549774003172,0.058681420046293384
210,5.537825950426356,4.605382204755649,7.128441342541519,-11.7409331875321,-0.7868169220854823,0.00015986019832578017,0.06746100369347924
211,5.445570899331236,4.552909818817212,7.047020962816168,-11.617412777903468,-0.7801073151767538,0.0001518474762238678,0.06407963496647222
212,5.500119837702957,4.61749731056388,7.114198741264468,-11.707133019728435,-0.7809171757761851,0.00014168475717232136,0.05979096752671962
213,5.319367707135744,4.447935240965124,6.88942227398898,-11.330153100170804,-0.7588920608012892,0.00018289398215782872,0.07718126047060372
214,5.493685343237121,4.625016226810818,7.094155866846197,-11.663088432716924,-0.7736822075913458,0.00014242321222010784,0.060102595556885505
215,5.497367075679739,4.58505141479295,7.118203239619177,-11.710203810220577,-0.7861977766052651,0.0001637157131793112,0.06908803096166932
216,5.494249057401537,4.612774481751747,7.100639026783011,-11.688613646492788,-0.7785372728141814,0.0001523595818114608,0.06429574352443646
